Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Cores,Client Hardware Details V2 Manufacturer,Client Hardware Details V2 Device Name
,intel(r) core(tm) i7-7700hq cpu @ 2.80ghz,8, ,mouse
,amd ryzen 5 5600x 6-core processor             ,12,sem,keyboard
,amd ryzen 5 5500                               ,12,(standart sistem aygıtları),keyboard
,amd ryzen 5 5600x 6-core processor             ,12,razer,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,semico,keyboard
,amd ryzen 7 7800x3d 8-core processor           ,16,pixart,keyboard
,amd ryzen 7 7800x3d 8-core processor           ,16,logitech,mouse
,amd ryzen 5 5600 6-core processor              ,12,      ,mouse
,amd ryzen 5 5600x 6-core processor             ,12,logitech,keyboard
,amd ryzen 5 5600 6-core processor              ,12,sigmachip,keyboard
,amd ryzen 5 5600 6-core processor              ,12,steelseries aps,keyboard
,amd ryzen 5 5600 6-core processor              ,12,(standart sistem aygıtları),mouse
,amd ryzen 7 6800h with radeon graphics         ,16,(standart sistem aygıtları),mouse
,amd ryzen 9 7900x 12-core processor            ,24,sonix,keyboard
,amd ryzen 9 7900x 12-core processor            ,24,logitech,mouse
,amd ryzen 5 5600x 6-core processor             ,12,,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,logitech,mouse
,amd ryzen 5 5600x 6-core processor             ,12,,mouse
,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,razer,keyboard
,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,razer,mouse
,amd ryzen 5 5500                               ,12,zxwmicrochip,keyboard
,amd ryzen 5 5500                               ,12,zxwmicrochip,mouse
,amd ryzen 7 7700 8-core processor              ,16,steelseries,keyboard
,amd ryzen 7 7700 8-core processor              ,16,sonix,keyboard
,amd ryzen 7 7700 8-core processor              ,16,sonix,mouse
,amd ryzen 7 7700 8-core processor              ,16,steelseries aps,mouse
,amd ryzen 5 5600 6-core processor              ,12,razer,keyboard
,amd ryzen 5 5600 6-core processor              ,12,razer,mouse
,amd ryzen 5 5500                               ,12,sinowealthmf,keyboard
,amd ryzen 5 5500                               ,12,razer,keyboard
,amd ryzen 5 5500                               ,12,company ,mouse
,amd ryzen 5 5600 6-core processor              ,12,sonix,keyboard
,amd ryzen 7 5700x 8-core processor             ,16,(standart sistem aygıtları),mouse
,amd ryzen 9 7900 12-core processor             ,24,steelseries,mouse
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,hengchangtong,keyboard
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,(standart sistem aygıtları),keyboard
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,compx,keyboard
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,melgeek,keyboard
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,compx,mouse
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,melgeek,mouse
,amd ryzen 7 7700x 8-core processor             ,16,logitech,keyboard
,amd ryzen 7 7700x 8-core processor             ,16,,mouse
,amd ryzen 5 5500                               ,12,logitech,keyboard
,amd ryzen 9 7950x3d 16-core processor          ,32,,keyboard
,amd ryzen 9 7950x3d 16-core processor          ,32,logitech,keyboard
,amd ryzen 9 7950x3d 16-core processor          ,32,melgeek,mouse
,amd ryzen 5 5600x 6-core processor             ,12,instant,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,instant,mouse
,amd ryzen 5 5600x 6-core processor             ,12,semico  ,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,razer,mouse
,amd ryzen 5 5600x 6-core processor             ,12,darmoshark,mouse
,amd ryzen 7 7800x3d 8-core processor           ,16,,keyboard
,amd ryzen 5 5600 6-core processor              ,12,semico  ,keyboard
,amd ryzen 5 5600 6-core processor              ,12,      ,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,steelseries aps,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,steelseries aps,mouse
,amd ryzen 5 5600 6-core processor              ,12,pixart,keyboard
,amd ryzen 5 5600 6-core processor              ,12,steelseries aps,mouse
,amd ryzen 7 6800h with radeon graphics         ,16,(standart sistem aygıtları),keyboard
,amd ryzen 7 6800h with radeon graphics         ,16,logitech,mouse
,amd ryzen 7 6800h with radeon graphics         ,16,microsoft,mouse
,amd ryzen 5 5600x 6-core processor             ,12,compx,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,evision,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,compx,mouse
,amd ryzen 5 5600 6-core processor              ,12,,keyboard
,amd ryzen 5 5600 6-core processor              ,12,kingston,keyboard
,amd ryzen 5 5600 6-core processor              ,12,kingston,mouse
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,sigmachip,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,sinowealth,keyboard
,amd ryzen 5 5600 6-core processor              ,12,(standart sistem aygıtları),keyboard
,amd ryzen 5 5600 6-core processor              ,12,sonix,mouse
,amd ryzen 5 5600 6-core processor              ,12,steelseries,keyboard
,amd ryzen 5 5600 6-core processor              ,12,szh,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,steelseries,keyboard
,amd ryzen 7 5700x 8-core processor             ,16,sigmachip,keyboard
,amd ryzen 9 7900 12-core processor             ,24,,keyboard
,amd ryzen 9 7900 12-core processor             ,24,steelseries aps,mouse
,amd ryzen 9 7900 12-core processor             ,24,logitech,mouse
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,instant,mouse
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,(standart sistem aygıtları),mouse
,amd ryzen 7 7700x 8-core processor             ,16,,keyboard
,amd ryzen 7 7700x 8-core processor             ,16,corsair,keyboard
,amd ryzen 7 7700x 8-core processor             ,16,corsair,mouse
,amd ryzen 7 7700x 8-core processor             ,16,logitech,mouse
,intel(r) core(tm) i7-7700hq cpu @ 2.80ghz,8, ,keyboard
,amd ryzen 5 5600 6-core processor              ,12,logitech,keyboard
,amd ryzen 5 5600 6-core processor              ,12,logitech,mouse
,amd ryzen 5 5500                               ,12,logitech,mouse
,amd ryzen 9 7950x3d 16-core processor          ,32,melgeek,keyboard
,amd ryzen 9 7950x3d 16-core processor          ,32,logitech,mouse
,amd ryzen 5 5500                               ,12,semico  ,keyboard
,amd ryzen 5 5500                               ,12,(standart sistem aygıtları),mouse
,amd ryzen 5 5600x 6-core processor             ,12,darmoshark,keyboard
,amd ryzen 7 7800x3d 8-core processor           ,16,logitech,keyboard
,amd ryzen 7 7800x3d 8-core processor           ,16,semico  ,keyboard
,amd ryzen 7 7800x3d 8-core processor           ,16,pixart,mouse
,amd ryzen 5 5600 6-core processor              ,12,pixart,mouse
,amd ryzen 5 5600 6-core processor              ,12,steelseries,mouse
,amd ryzen 5 5600x 6-core processor             ,12,evision,mouse
,amd ryzen 9 7900x 12-core processor            ,24,logitech,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,corsair,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,corsair,mouse
,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,logitech,keyboard
,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,usb,keyboard
,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,logitech,mouse
,amd ryzen 7 7700 8-core processor              ,16,steelseries aps,keyboard
,amd ryzen 5 5600x 6-core processor             ,12,sinowealth,mouse
,amd ryzen 5 5500                               ,12,sonix,keyboard
,amd ryzen 5 5500                               ,12,sinowealthmf,mouse
,amd ryzen 5 5500                               ,12,sonix,mouse
,amd ryzen 5 5500                               ,12,razer,mouse
,amd ryzen 5 5500                               ,12,company ,keyboard
,amd ryzen 5 5600 6-core processor              ,12,dakai,keyboard
,amd ryzen 7 5700x 8-core processor             ,16,(standart sistem aygıtları),keyboard
,amd ryzen 9 7900 12-core processor             ,24,logitech,keyboard
,amd ryzen 9 7900 12-core processor             ,24,steelseries aps,keyboard
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,instant,keyboard
,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,semico,keyboard
 casper bilgisayar sistemleri,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,"shenzhen yizhita technology co., ltd",mouse
 casper bilgisayar sistemleri,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,"shenzhen yizhita technology co., ltd",keyboard
 casper bilgisayar sistemleri,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,razer,keyboard
 casper bilgisayar sistemleri,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,razer,mouse
013a32992436c87,amd ryzen 9 5900x 12-core processor            ,24,wooting,keyboard
013a32992436c87,amd ryzen 9 5900x 12-core processor            ,24,logitech,keyboard
013a32992436c87,amd ryzen 9 5900x 12-core processor            ,24,logitech,mouse
013a32992436c87,amd ryzen 9 5900x 12-core processor            ,24,wooting,mouse
10492-8930-4064,amd ryzen 7 4800h with radeon graphics         ,16,semico  ,keyboard
10492-8930-4064,amd ryzen 7 4800h with radeon graphics         ,16,asustek computer inc.,keyboard
10492-8930-4064,amd ryzen 7 4800h with radeon graphics         ,16,instant,keyboard
10492-8930-4064,amd ryzen 7 4800h with radeon graphics         ,16,microsoft,mouse
10492-8930-4064,amd ryzen 7 4800h with radeon graphics         ,16,instant,mouse
1052618980649723021,amd ryzen 7 7700x 8-core processor             ,16,wooting,mouse
1052618980649723021,amd ryzen 7 7700x 8-core processor             ,16,attack shark,mouse
1052618980649723021,amd ryzen 7 7700x 8-core processor             ,16,attack shark,keyboard
1052618980649723021,amd ryzen 7 7700x 8-core processor             ,16,,keyboard
1052618980649723021,amd ryzen 7 7700x 8-core processor             ,16,wooting,keyboard
1053715455,amd ryzen 5 3600 6-core processor              ,12,compx,keyboard
1053715455,amd ryzen 5 3600 6-core processor              ,12,hengchangtong,keyboard
1053715455,amd ryzen 5 3600 6-core processor              ,12,compx,mouse
1149127748,amd ryzen 5 5500                               ,12,asustek,mouse
1149127748,amd ryzen 5 5500                               ,12,asustek,keyboard
1149127748,amd ryzen 5 5500                               ,12,steelseries,mouse
1149127748,amd ryzen 5 5500                               ,12,steelseries aps,keyboard
1149127748,amd ryzen 5 5500                               ,12,steelseries aps,mouse
1161785219574,amd ryzen 5 5600x 6-core processor             ,12,razer,keyboard
1161785219574,amd ryzen 5 5600x 6-core processor             ,12,,keyboard
1161785219574,amd ryzen 5 5600x 6-core processor             ,12,razer,mouse
1161785219574,amd ryzen 5 5600x 6-core processor             ,12,semico  ,keyboard
1161785219574,amd ryzen 5 5600x 6-core processor             ,12,,mouse
12384ndasfiasd892931,12th gen intel(r) core(tm) i3-12100f,8,razer,keyboard
12384ndasfiasd892931,12th gen intel(r) core(tm) i3-12100f,8,razer,mouse
12384ndasfiasd892931,12th gen intel(r) core(tm) i3-12100f,8,      ,mouse
12384ndasfiasd892931,12th gen intel(r) core(tm) i3-12100f,8,      ,keyboard
127942,amd ryzen 5 5500                               ,12,logitech,keyboard
127942,amd ryzen 5 5500                               ,12,semico  ,keyboard
127942,amd ryzen 5 5500                               ,12,logitech,mouse
12bba364eab6679,amd ryzen 7 5700x 8-core processor             ,16,logitech,keyboard
12bba364eab6679,amd ryzen 7 5700x 8-core processor             ,16,,keyboard
12bba364eab6679,amd ryzen 7 5700x 8-core processor             ,16,sonix,mouse
12bba364eab6679,amd ryzen 7 5700x 8-core processor             ,16,logitech,mouse
12bba364eab6679,amd ryzen 7 5700x 8-core processor             ,16,sonix,keyboard
145361482222080,12th gen intel(r) core(tm) i5-12400f,12,,keyboard
145361482222080,12th gen intel(r) core(tm) i5-12400f,12,,mouse
145361482222080,12th gen intel(r) core(tm) i5-12400f,12,logitech,keyboard
145361482222080,12th gen intel(r) core(tm) i5-12400f,12,corsair,keyboard
145361482222080,12th gen intel(r) core(tm) i5-12400f,12,corsair,mouse
148631105201712806,amd ryzen 5 5600 6-core processor              ,12,logitech,keyboard
148631105201712806,amd ryzen 5 5600 6-core processor              ,12,,keyboard
152346322791,amd ryzen 5 8400f 6-core processor             ,12,instant,mouse
152346322791,amd ryzen 5 8400f 6-core processor             ,12,instant,keyboard
152346322791,amd ryzen 5 8400f 6-core processor             ,12,razer,keyboard
152346322791,amd ryzen 5 8400f 6-core processor             ,12,razer,mouse
16475-2540-12796,amd ryzen 5 5600x 6-core processor             ,12,sino wealth,keyboard
16475-2540-12796,amd ryzen 5 5600x 6-core processor             ,12,logitech,keyboard
16475-2540-12796,amd ryzen 5 5600x 6-core processor             ,12,logitech,mouse
16475-2540-12796,amd ryzen 5 5600x 6-core processor             ,12,,keyboard
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,by tech,keyboard
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,company ,mouse
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,,mouse
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,steelseries aps,keyboard
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,,keyboard
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,by tech,mouse
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,steelseries aps,mouse
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,company ,keyboard
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,steelseries,keyboard
2727283602357,12th gen intel(r) core(tm) i3-12100f,8,steelseries,mouse
2916825710284029186,amd ryzen 5 5500                               ,12,sino wealth,keyboard
2916825710284029186,amd ryzen 5 5500                               ,12,razer,keyboard
2916825710284029186,amd ryzen 5 5500                               ,12,razer,mouse
291df586b7b130d,amd ryzen 5 5500                               ,12,"shenzhen yizhita technology co., ltd",keyboard
291df586b7b130d,amd ryzen 5 5500                               ,12,compx,keyboard
291df586b7b130d,amd ryzen 5 5500                               ,12,"shenzhen yizhita technology co., ltd",mouse
291df586b7b130d,amd ryzen 5 5500                               ,12,compx,mouse
2vmybpotjspvjsl,intel(r) core(tm) i7-6700hq cpu @ 2.60ghz,8,(standart sistem aygıtları),keyboard
2vmybpotjspvjsl,intel(r) core(tm) i7-6700hq cpu @ 2.60ghz,8,zxwmicrochip,mouse
2vmybpotjspvjsl,intel(r) core(tm) i7-6700hq cpu @ 2.60ghz,8,(standart sistem aygıtları),mouse
2vmybpotjspvjsl,intel(r) core(tm) i7-6700hq cpu @ 2.60ghz,8,zxwmicrochip,keyboard
3142612656825,intel(r) core(tm) i5-14600kf,20,(standart sistem aygıtları),keyboard
3142612656825,intel(r) core(tm) i5-14600kf,20,compx,keyboard
3142612656825,intel(r) core(tm) i5-14600kf,20,(standart sistem aygıtları),mouse
3142612656825,intel(r) core(tm) i5-14600kf,20,compx,mouse
3jvxpalnmlvppiw,12th gen intel(r) core(tm) i5-12400f,12,steelseries aps,mouse
3jvxpalnmlvppiw,12th gen intel(r) core(tm) i5-12400f,12,steelseries,keyboard
3jvxpalnmlvppiw,12th gen intel(r) core(tm) i5-12400f,12,steelseries aps,keyboard
3jvxpalnmlvppiw,12th gen intel(r) core(tm) i5-12400f,12,(standart sistem aygıtları),keyboard
434192792fce821,12th gen intel(r) core(tm) i5-12400f,12,razer,keyboard
434192792fce821,12th gen intel(r) core(tm) i5-12400f,12,sino wealth,mouse
434192792fce821,12th gen intel(r) core(tm) i5-12400f,12,razer,mouse
434192792fce821,12th gen intel(r) core(tm) i5-12400f,12,sino wealth,keyboard
4354353454647,amd ryzen 5 5500                               ,12,cx,keyboard
4354353454647,amd ryzen 5 5500                               ,12,by tech,keyboard
4354353454647,amd ryzen 5 5500                               ,12,compx,mouse
4354353454647,amd ryzen 5 5500                               ,12,compx,keyboard
4354353454647,amd ryzen 5 5500                               ,12,by tech,mouse
4354353454647,amd ryzen 5 5500                               ,12,cx,mouse
450d2ca9f150f6f,amd ryzen 5 7500f 6-core processor             ,12,logitech,keyboard
450d2ca9f150f6f,amd ryzen 5 7500f 6-core processor             ,12,razer,keyboard
450d2ca9f150f6f,amd ryzen 5 7500f 6-core processor             ,12,razer,mouse
450d2ca9f150f6f,amd ryzen 5 7500f 6-core processor             ,12,logitech,mouse
45753283645,amd ryzen 5 5600 6-core processor              ,12,zxzk  hy-61 64,keyboard
45753283645,amd ryzen 5 5600 6-core processor              ,12,instant,keyboard
45753283645,amd ryzen 5 5600 6-core processor              ,12,instant,mouse
5462-16515-8858,amd ryzen 5 5600 6-core processor              ,12,(standart sistem aygıtları),keyboard
5462-16515-8858,amd ryzen 5 5600 6-core processor              ,12,cx,mouse
5462-16515-8858,amd ryzen 5 5600 6-core processor              ,12,(standart sistem aygıtları),mouse
5462-16515-8858,amd ryzen 5 5600 6-core processor              ,12,cx,keyboard
54hrvk,amd ryzen 5 5600 6-core processor              ,12,instant,keyboard
54hrvk,amd ryzen 5 5600 6-core processor              ,12,by tech,mouse
54hrvk,amd ryzen 5 5600 6-core processor              ,12,by tech,keyboard
54hrvk,amd ryzen 5 5600 6-core processor              ,12,instant,mouse
677331424,12th gen intel(r) core(tm) i5-12400f,12,,keyboard
677331424,12th gen intel(r) core(tm) i5-12400f,12,logitech,keyboard
677331424,12th gen intel(r) core(tm) i5-12400f,12,logitech,mouse
677331424,12th gen intel(r) core(tm) i5-12400f,12,semico,keyboard
6a0a3c1d3fa8a60,amd ryzen 5 5600 6-core processor              ,12,steelseries,mouse
6a0a3c1d3fa8a60,amd ryzen 5 5600 6-core processor              ,12,steelseries aps,keyboard
6a0a3c1d3fa8a60,amd ryzen 5 5600 6-core processor              ,12,steelseries aps,mouse
6a0a3c1d3fa8a60,amd ryzen 5 5600 6-core processor              ,12,steelseries,keyboard
6f60202d23fad27,amd ryzen 7 5800x3d 8-core processor           ,16,logitech,keyboard
6f60202d23fad27,amd ryzen 7 5800x3d 8-core processor           ,16,by tech,keyboard
6f60202d23fad27,amd ryzen 7 5800x3d 8-core processor           ,16,,keyboard
710e31239b24e3f,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,razer,mouse
710e31239b24e3f,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,,keyboard
710e31239b24e3f,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,razer,keyboard
710e31239b24e3f,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,logitech,keyboard
710e31239b24e3f,11th gen intel(r) core(tm) i5-11400f @ 2.60ghz,12,logitech,mouse
88b447dc8343466,amd ryzen 5 3600 6-core processor              ,12,usb keyboard,keyboard
88b447dc8343466,amd ryzen 5 3600 6-core processor              ,12,instant,mouse
88tvehdnrdfcwp0,12th gen intel(r) core(tm) i5-12400f,12,,keyboard
88tvehdnrdfcwp0,12th gen intel(r) core(tm) i5-12400f,12,zxwmicrochip,mouse
88tvehdnrdfcwp0,12th gen intel(r) core(tm) i5-12400f,12,beken,keyboard
88tvehdnrdfcwp0,12th gen intel(r) core(tm) i5-12400f,12,zxwmicrochip,keyboard
88tvehdnrdfcwp0,12th gen intel(r) core(tm) i5-12400f,12,beken,mouse
_____________________________,not available,12,"hp, inc",keyboard
_____________________________,not available,12,"hp, inc",mouse
abs computer technologies,amd ryzen 7 7700x 8-core processor             ,16,steelseries,keyboard
abs computer technologies,amd ryzen 7 7700x 8-core processor             ,16,(standart sistem aygıtları),keyboard
abs computer technologies,amd ryzen 7 7700x 8-core processor             ,16,steelseries aps,keyboard
abs computer technologies,amd ryzen 7 7700x 8-core processor             ,16,steelseries aps,mouse
acer,intel(r) core(tm) i7-14650hx,24,razer,keyboard
acer,12th gen intel(r) core(tm) i7-12650h,16,,keyboard
acer,12th gen intel(r) core(tm) i5-12450h,12,instant,keyboard
acer,amd ryzen 7 8845hs w/ radeon 780m graphics     ,16,,keyboard
acer,amd ryzen 5 3550h with radeon vega mobile gfx  ,8,instant,mouse
acer,amd ryzen 5 7535hs with radeon graphics        ,12,(standart sistem aygıtları),keyboard
acer,amd ryzen 5 7535hs with radeon graphics        ,12,(standart sistem aygıtları),mouse
acer,amd ryzen 5 7535hs with radeon graphics        ,12,microsoft,mouse
acer,amd ryzen 5 4600h with radeon graphics         ,12,compx,keyboard
acer,amd ryzen 5 4600h with radeon graphics         ,12,microsoft,mouse
acer,amd ryzen 5 5625u with radeon graphics         ,12,yjx-chip,keyboard
acer,13th gen intel(r) core(tm) i5-13420h,12,,keyboard
acer,13th gen intel(r) core(tm) i5-13420h,12,logitech,mouse
acer,amd ryzen 5 6600h with radeon graphics         ,12,compx,mouse
acer,amd ryzen 7 6800h with radeon graphics         ,16,microsoft,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,e-signal,mouse
acer,12th gen intel(r) core(tm) i5-12450h,8,microsoft,mouse
acer,13th gen intel(r) core(tm) i9-13900h,20,,keyboard
acer,intel(r) core(tm) i9-14900hx,32,semico  ,keyboard
acer,intel(r) core(tm) i9-14900hx,32,pixart,keyboard
acer,intel(r) core(tm) i9-14900hx,32,,keyboard
acer,amd ryzen 5 5500u with radeon graphics         ,12,,keyboard
acer,amd ryzen 5 5500u with radeon graphics         ,12,microsoft,mouse
acer,intel(r) core(tm) i7-10870h cpu @ 2.20ghz,16,razer,keyboard
acer,intel(r) core(tm) i7-10870h cpu @ 2.20ghz,16,logitech,keyboard
acer,12th gen intel(r) core(tm) i7-12700h,20,steelseries aps,keyboard
acer,12th gen intel(r) core(tm) i7-12700h,20,microsoft,mouse
acer,12th gen intel(r) core(tm) i7-12700h,20,spark,mouse
acer,13th gen intel(r) core(tm) i7-13620h,16,,keyboard
acer,13th gen intel(r) core(tm) i7-13620h,16,microsoft,mouse
acer,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,microsoft,mouse
acer,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,pixart,mouse
acer,12th gen intel(r) core(tm) i7-12700h,20,semico,keyboard
acer,13th gen intel(r) core(tm) i5-13500hx,20,e-signal,mouse
acer,12th gen intel(r) core(tm) i5-12500h,16,razer,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,cx,mouse
acer,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,compx,mouse
acer,12th gen intel(r) core(tm) i5-12500h,16,sonix,keyboard
acer,12th gen intel(r) core(tm) i5-12500h,16,corsair,mouse
acer,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,razer,keyboard
acer,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,logitech,keyboard
acer,intel(r) core(tm) i5-10400f cpu @ 2.90ghz,12,razer,mouse
acer,amd ryzen 7 8845hs w/ radeon 780m graphics,16,logitech,keyboard
acer,13th gen intel(r) core(tm) i5-13500hx,20,compx,keyboard
acer,13th gen intel(r) core(tm) i5-13500hx,20,compx,mouse
acer,amd ryzen 5 5600h with radeon graphics         ,12,steelseries,keyboard
acer,amd ryzen 5 5600h with radeon graphics         ,12,steelseries aps,keyboard
acer,amd ryzen 5 5600h with radeon graphics         ,12,instant,mouse
acer,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,sinowealth,keyboard
acer,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,sonix,keyboard
acer,intel(r) core(tm) 3 n355,8,,keyboard
acer,intel(r) core(tm) 3 n355,8,yichip,keyboard
acer,intel(r) core(tm) 3 n355,8,microsoft,mouse
acer,12th gen intel(r) core(tm) i7-12650h,16,(standard system devices),mouse
acer,amd ryzen 7 7735hs with radeon graphics        ,16,microsoft,mouse
acer,12th gen intel(r) core(tm) i7-12650h,16,(standart sistem aygıtları),keyboard
acer,12th gen intel(r) core(tm) i7-12650h,16,compx,mouse
acer,12th gen intel(r) core(tm) i7-12650h,16, ,keyboard
acer,intel(r) core(tm) i5-8300h cpu @ 2.30ghz,8,logitech,keyboard
acer,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,razer,keyboard
acer,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,(standart sistem aygıtları),keyboard
acer,amd ryzen 5 3550h with radeon vega mobile gfx  ,8,steelseries aps,keyboard
acer,amd ryzen 5 3550h with radeon vega mobile gfx  ,8,logitech,keyboard
acer,amd ryzen 5 3550h with radeon vega mobile gfx  ,8,logitech,mouse
acer,13th gen intel(r) core(tm) i7-13620h,16,steelseries aps,mouse
acer,amd ryzen ai 9 365 w/ radeon 880m              ,20,microsoft,keyboard
acer,amd ryzen ai 9 365 w/ radeon 880m              ,20,microsoft,mouse
acer,amd ryzen 7 8845hs w/ radeon 780m graphics     ,16,semico,keyboard
acer,amd ryzen 7 8845hs w/ radeon 780m graphics     ,16,compx,mouse
acer,12th gen intel(r) core(tm) i7-12650h,16,yichip,keyboard
acer,12th gen intel(r) core(tm) i7-12650h,16,instant,mouse
acer,12th gen intel(r) core(tm) i7-12650h,16,yichip,mouse
acer,amd ryzen 7 8845hs w/ radeon 780m graphics     ,16,(standart sistem aygıtları),keyboard
acer,amd ryzen 7 8845hs w/ radeon 780m graphics     ,16,logitech,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,compx,keyboard
acer,amd ryzen 5 6600h with radeon graphics         ,12,logitech,keyboard
acer,amd ryzen 5 6600h with radeon graphics         ,12,logitech,mouse
acer,amd ryzen 7 7735hs with radeon graphics        ,16,by tech,keyboard
acer,13th gen intel(r) core(tm) i7-13700hx,24,logitech,keyboard
acer,13th gen intel(r) core(tm) i7-13700hx,24,logitech,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,semico  ,keyboard
acer,13th gen intel(r) core(tm) i5-13420h,12,instant,mouse
acer,amd ryzen 7 7735hs with radeon graphics        ,16,      ,mouse
acer,amd ryzen 7 8845hs w/ radeon 780m graphics     ,16,razer,keyboard
acer,amd ryzen 7 8845hs w/ radeon 780m graphics     ,16,razer,mouse
acer,11th gen intel(r) core(tm) i5-1135g7 @ 2.40ghz,8,sinowealth,keyboard
acer,11th gen intel(r) core(tm) i5-1135g7 @ 2.40ghz,8,sinowealth,mouse
acer,13th gen intel(r) core(tm) i5-13420h,12,royuan,keyboard
acer,13th gen intel(r) core(tm) i5-13420h,12,royuan,mouse
acer,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,logitech,keyboard
acer,intel(r) core(tm) i5-10300h cpu @ 2.50ghz,8,,keyboard
acer,12th gen intel(r) core(tm) i5-12450h,12,steelseries aps,keyboard
acer,13th gen intel(r) core(tm) i7-13700f,24,steelseries aps,mouse
acer,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,logitech,keyboard
acer,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,by tech,keyboard
acer,11th gen intel(r) core(tm) i5-11400h @ 2.70ghz,12,by tech,mouse
acer,13th gen intel(r) core(tm) i7-13700hx,24,compx,keyboard
acer,13th gen intel(r) core(tm) i7-13700hx,24,compx,mouse
acer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,steelseries aps,keyboard
acer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,,keyboard
acer,intel(r) core(tm) i7-10750h cpu @ 2.60ghz,12,steelseries aps,mouse
acer,13th gen intel(r) core(tm) i9-13900hx,32,steelseries aps,mouse
acer,amd ryzen 7 7840hs w/ radeon 780m graphics     ,16,logitech,keyboard
acer,amd ryzen 5 6600h with radeon graphics         ,12,razer,mouse
acer,12th gen intel(r) core(tm) i5-12450h,12,royuan,mouse
acer,11th gen intel(r) core(tm) i7-11800h @ 2.30ghz,16,razer,keyboard
acer,13th gen intel(r) core(tm) i5-13500hx,20,razer,keyboard
acer,amd ryzen 7 6800h with radeon graphics         ,16,sino wealth,keyboard
acer,amd ryzen 7 6800h with radeon graphics         ,16,semico  ,keyboard
acer,12th gen intel(r) core(tm) i7-12650h,16,semico,keyboard
acer,amd ryzen 5 7535hs with radeon graphics        ,12,logitech,mouse
acer,11th gen intel(r) core(tm) i7-11700f @ 2.50ghz,16,sonix,keyboard
